State,Agency type,Agency name,Race,Religion,Sexual orientation,Ethnicity,Disability,Gender,Gender Identity,1st quarter,2nd quarter,3rd quarter,4th quarter,Population
New_York,Metropolitan Counties,Putnam,0,0,0,0,0,0,1,0,0,1,0,
Illinois,Cities,Quincy,1,0,0,0,0,0,0,0,0,0,1,"40,841"
Massachusetts,Cities,Quincy,6,3,0,4,0,0,0,4,2,4,3,"93,490"
Kentucky,Cities,Radcliff,2,0,0,0,0,0,0,0,1,0,1,"23,177"
Virginia,Cities,Radford,0,0,1,0,0,0,0,0,1,0,0,"16,810"
North_Carolina,Cities,Raleigh,3,0,0,1,0,0,0,0,2,2,0,"428,993"
New_York,Cities,Ramapo Town,0,1,0,0,0,0,0,0,0,,1,"87,204"
California,Cities,Rancho Cordova,1,0,0,0,0,0,0,1,0,0,0,"67,634"
California,Cities,Rancho Palos Verdes,0,1,0,0,0,0,0,0,0,0,1,"42,542"
Massachusetts,Cities,Randolph,0,0,2,0,0,0,0,0,2,0,0,"33,583"
New_Jersey,Cities,Randolph Township,1,0,2,0,0,0,0,0,0,2,1,"25,969"
South_Dakota,Cities,Rapid City,0,0,1,0,0,0,0,1,0,0,0,"70,406"
New_Jersey,Cities,Raritan,0,0,2,0,0,0,0,0,0,0,2,"7,352"
Kentucky,Cities,Ravenna,1,0,0,0,0,0,0,0,1,0,0,595
Missouri,Cities,Raytown,1,0,0,0,0,0,0,0,0,0,1,"29,501"
Massachusetts,Cities,Reading,1,0,0,0,0,0,0,0,0,1,0,"25,398"
Pennsylvania,Cities,Reading,0,0,3,0,0,0,0,1,1,1,0,"88,107"
New_Jersey,Cities,Readington Township,0,1,0,0,0,0,0,0,0,0,1,"15,910"
California,Cities,Red Bluff,2,0,1,0,0,0,0,0,1,0,2,"14,170"
California,Cities,Redding,5,0,1,2,0,0,0,2,2,3,1,"91,035"
California,Cities,Redlands,0,2,1,0,0,0,0,0,1,0,2,"70,282"
Washington,Cities,Redmond,1,0,0,0,0,0,0,0,1,0,0,"57,263"
California,Cities,Redondo Beach,2,0,1,2,0,0,0,1,2,1,1,"67,993"
California,Cities,Redwood City,0,1,0,0,0,0,0,1,0,0,0,"79,707"
Nevada,Cities,Reno,2,1,1,0,0, ,0,,1,3,,"232,561"
Washington,Cities,Renton,10,2,0,1,0,0,0,2,4,2,5,"96,657"
Massachusetts,Cities,Revere,0,2,0,1,0,0,0,0,0,1,2,"53,777"
Ohio,Cities,Reynoldsburg,0,1,0,0,0,0,0,0,1,0,0,"36,472"
Minnesota,Nonmetropolitan Counties,Rice,1,0,0,0,0,0,0,0,1,0,0,
Ohio,Metropolitan Counties,Richland,1,0,0,0,0,0,0,1,0,0,0,
Pennsylvania,Cities,"Richland Township, Cambria County",1,0,0,0,0,0,0,0,1,0,0,"12,581"
California,Cities,Richmond,1,0,2,0,0,0,0,0,0,2,1,"107,341"
Kentucky,Cities,Richmond,1,1,1,0,0,0,0,1,1,0,1,"32,333"
Texas,Cities,Richmond,0,0,1,0,0,0,0,1,0,0,0,"11,841"
Virginia,Cities,Richmond,0,0,0,1,0,0,0,0,1,0,0,"212,830"
Ohio,Cities,Richwood,1,0,0,0,0,0,0,0,1,0,0,"2,240"
California,Cities,Ridgecrest,0,0,1,0,0,0,0,0,1,0,0,"28,537"
Colorado,Cities,Rifle,0,0,0,1,0,0,0,1,0,0,0,"9,306"
Kansas,Metropolitan Counties,Riley County Police Department,0,0,1,0,0,0,0,0,0,1,0,
Wisconsin,Cities,River Falls,2,0,0,0,0,0,0,2,0,0,0,"15,227"
California,Cities,Riverside,11,1,1,2,0,0,1,7,4,0,5,"316,423"
California,Metropolitan Counties,Riverside,3,0,0,0,0,0,0,0,1,1,1,
Ohio,Cities,Riverside,2,0,0,0,0,0,0,0,0,1,1,"25,115"
Virginia,Cities,Roanoke,1,0,0,0,0,0,0,0,1,0,0,"97,927"
New_Jersey,Cities,Robbinsville Township,2,1,0,0,0,0,0,1,1,1,0,"14,046"
Tennessee,Metropolitan Counties,Robertson,0,1,0,0,0,0,0,0,0,0,1,
Minnesota,Cities,Rochester,2,0,0,2,0,0,0,0,2,2,0,"109,675"
New_York,Cities,Rochester,3,1,0,0,0,0,0,0,2,2,0,"210,562"
Illinois,Cities,Rockford,2,1,1,0,0,0,0,0,2,2,0,"150,209"
Virginia,Metropolitan Counties,Rockingham,1,0,0,0,0,0,0,0,0,1,0,
New_York,Cities,Rockville Centre Village,0,1,0,0,0,0,0,0,1,0,0,"24,129"
North_Carolina,Cities,Rocky Mount,1,0,1,0,0,0,0,0,1,1,0,"57,021"
Oklahoma,Nonmetropolitan Counties,Roger Mills,1,0,0,0,0,0,0,0,1,0,0,
Arkansas,Cities,Rogers,1,0,0,0,0,0,0,0,1,0,0,"59,787"
California,Cities,Rohnert Park,0,0,0,3,0,0,0,2,0,0,1,"41,326"
California,Cities,Rolling Hills Estates,1,0,0,0,0,0,0,0,0,0,1,"8,229"
Michigan,Cities,Romeo,2,0,0,0,0,0,0,0,0,2,0,"3,597"
Utah,Cities,Roosevelt,1,0,1,1,0,0,0,0,0,3,0,"6,404"
Illinois,Cities,Roscoe,1,0,0,0,0,0,0,0,1,0,0,"10,700"
California,Cities,Roseville,0,0,1,0,0,0,0,0,1,0,0,"126,236"
Michigan,Cities,Roseville,5,0,1,0,0,0,0,1,3,2,0,"47,327"
Minnesota,Cities,Roseville,2,0,1,0,0,0,0,0,2,1,0,"34,991"
Ohio,Nonmetropolitan Counties,Ross,2,1,0,0,0,0,0,0,2,0,1,
Tennessee,Cities,Rossville,0,0,2,0,0,0,0,0,2,0,0,679
North_Carolina,Cities,Roxboro,2,0,0,0,0,0,0,0,0,2,0,"8,310"
Utah,Cities,Roy,1,1,0,0,0,0,0,0,1,1,0,"37,810"
Michigan,Cities,Royal Oak,1,0,0,0,0,0,0,0,0,1,0,"58,804"
New_Jersey,Cities,Runnemede,0,1,0,0,0,0,0,0,0,0,1,"8,459"
Kentucky,Cities,Russellville,1,0,1,0,0,0,0,0,1,1,0,"6,949"
North_Carolina,Nonmetropolitan Counties,Rutherford,1,2,1,0,0,0,0,0,2,1,1,
California,Cities,Sacramento,6,2,6,2,0,0,0,2,5,6,3,"478,182"
California,Metropolitan Counties,Sacramento,9,1,3,0,0,0,0,2,3,3,5,
Maine,Metropolitan Counties,Sagadahoc,0,0,1,0,0,0,0,0,1,0,0,
Michigan,Cities,Saginaw,4,0,2,0,0,0,0,1,1,2,2,"50,580"
Michigan,Cities,Saginaw Township,0,1,0,0,0,0,0,0,0,0,1,"40,636"
Michigan,Universities and Colleges,Saginaw Valley State University,1,0,0,0,0,0,0,0,0,0,1,"10,552"
New_York,Cities,Salamanca,1,0,0,0,0,0,0,0,0,1,0,"5,691"
Massachusetts,Cities,Salem,1,0,0,0,0,0,0,0,0,0,1,"42,468"
New_Jersey,Cities,Salem,1,0,0,0,0,0,0,0,0,1,0,"5,175"
Oregon,Cities,Salem,7,1,4,2,0,0,0,9,3,2,0,"158,234"
California,Cities,Salinas,0,0,1,1,0,0,0,0,0,0,2,"155,742"
Michigan,Cities,Saline,1,0,0,0,0,0,0,0,0,0,1,"9,028"
North_Carolina,Cities,Salisbury,1,0,0,0,0,0,0,0,0,0,1,"33,626"
South_Carolina,Cities,Salley,1,0,0,0,0,0,0,0,0,1,0,412
Utah,Cities,Salt Lake City,3,1,1,0,0,0,0,0,3,0,2,"190,246"
Utah,Metropolitan Counties,Salt Lake County Unified Police Department,0,1,1,0,0,0,0,1,1,0,0,
Texas,Cities,San Angelo,1,0,0,0,0,0,0,1,0,0,0,"96,661"
Texas,Cities,San Antonio,3,0,7,1,0,0,0,3,3,3,2,"1,399,725"
California,Cities,San Bernardino,2,0,0,1,0,0,0,0,0,2,1,"214,322"
California,Metropolitan Counties,San Bernardino,2,0,1,2,0,0,1,1,0,3,2,
California,Cities,San Diego,18,12,12,1,0,0,0,7,10,17,9,"1,349,306"
California,Metropolitan Counties,San Diego,6,2,3,2,0,0,0,3,2,3,5,
California,Cities,San Dimas,1,0,0,0,0,0,0,1,0,0,0,"33,854"
California,Cities,San Francisco,7,3,13,1,0,0,0,4,8,8,4,"833,863"
California,Other Agencies,San Francisco Bay Area Rapid Transit: Alameda County,4,0,0,0,0,0,0,0,2,2,0,
California,Other Agencies,San Francisco Bay Area Rapid Transit: Contra Costa County,1,0,0,0,0,0,0,1,0,0,0,
California,Other Agencies,San Francisco Bay Area Rapid Transit: San Francisco County,1,0,1,0,0,0,0,2,0,0,0,
California,Cities,San Jose,6,2,6,1,0,0,0,7,1,2,5,"992,143"
Washington,Nonmetropolitan Counties,San Juan,0,0,1,0,0,0,0,1,0,0,0,
California,Cities,San Leandro,3,0,1,1,0,0,0,2,1,2,0,"87,490"
California,Cities,San Luis Obispo,1,0,1,0,0,0,0,0,0,2,0,"46,095"
California,Metropolitan Counties,San Luis Obispo,3,0,1,0,0,0,0,0,0,1,3,
California,Cities,San Mateo,0,0,1,0,0,0,0,0,0,1,0,"100,440"
California,Metropolitan Counties,San Mateo,0,0,1,0,0,0,0,0,1,0,0,
Florida,Cities,Sanford,0,0,1,0,0,0,0,0,0,1,0,"54,972"
Illinois,Metropolitan Counties,Sangamon,1,0,1,0,0,0,0,0,0,1,1,
California,Cities,Santa Ana,0,0,1,0,0,0,0,0,0,1,0,"332,848"
California,Cities,Santa Barbara,1,0,1,0,0,0,0,0,0,1,1,"90,006"
California,Metropolitan Counties,Santa Barbara,2,0,2,0,0,0,0,1,2,1,0,
California,Cities,Santa Clara,0,0,2,0,0,0,0,0,0,2,0,"120,150"
California,Metropolitan Counties,Santa Clara,1,0,1,0,0,0,0,0,2,0,0,
California,Cities,Santa Clarita,2,0,3,0,0,0,0,2,1,1,1,"204,951"
California,Cities,Santa Cruz,1,0,1,0,0,0,0,1,0,0,1,"62,517"
California,Metropolitan Counties,Santa Cruz,1,0,1,1,0,0,0,2,0,1,0,
California,Cities,Santa Maria,0,0,1,0,0,0,0,0,0,0,1,"102,051"
California,Cities,Santa Rosa,0,1,2,0,0,0,0,2,1,0,0,"171,564"
Florida,Metropolitan Counties,Santa Rosa,0,0,1,0,0,0,0,1,0,0,0,
California,Cities,Santee,1,0,1,1,0,0,0,2,0,1,0,"55,924"
Oklahoma,Cities,Sapulpa,0,0,1,0,0,0,0,0,1,0,0,"20,857"
California,Cities,Saratoga,1,0,0,0,0,0,0,0,1,0,0,"30,897"
New_York,Cities,Saratoga Springs,1,2,0,0,0,0,0,0,0,1,2,"27,081"
Massachusetts,Cities,Saugus,0,0,1,0,0,0,0,0,0,1,0,"27,628"
Michigan,Cities,Sault Ste. Marie,1,1,0,0,0,0,0,0,0,1,1,"14,203"
Minnesota,Cities,Savage,0,0,1,0,0,0,0,0,1,0,0,"28,285"
Oklahoma,Cities,Sayre,1,0,0,0,0,0,0,0,0,0,1,"4,556"
Maine,Cities,Scarborough,0,0,1,0,0,0,0,0,1,0,0,"19,252"
New_York,Cities,Scarsdale Village,0,1,0,0,0,0,0,1,0,0,0,"17,564"
New_York,Cities,Schodack Town,0,0,0,0,0,1,0,0,0,1,0,"11,573"
Iowa,Metropolitan Counties,Scott,1,0,0,0,0,0,0,0,0,1,0,
Arizona,Cities,Scottsdale,0,1,0,1,0,0,0,0,0,0,2,"225,523"
Delaware,Cities,Seaford,1,0,0,0,0,0,0,0,0,1,0,"7,241"
Maine,Cities,Searsport,0,0,1,0,0,0,0,1,0,0,0,"2,618"
Washington,Cities,Seattle,50,14,14,6,3,2,0,19,23,29,18,"642,814"
Arkansas,Metropolitan Counties,Sebastian,1,0,0,0,0,0,0,0,1,0,0,
New_Jersey,Cities,Secaucus,0,2,2,0,0,0,0,0,1,0,3,"19,119"
Washington,Cities,Sedro Woolley,1,0,0,0,0,0,0,0,0,1,0,"10,652"
Minnesota,Cities,Shakopee,0,0,1,0,0,0,0,1,0,0,0,"39,214"
Massachusetts,Cities,Sharon,0,1,0,0,0,0,0,0,1,0,0,"17,935"
California,Metropolitan Counties,Shasta,4,0,2,0,0,0,0,3,1,2,0,
Kansas,Metropolitan Counties,Shawnee,1,0,0,0,0,0,0,0,0,1,0,
Kentucky,Metropolitan Counties,Shelby,1,0,0,0,0,0,0,0,1,0,0,
Ohio,Nonmetropolitan Counties,Shelby,2,0,0,0,0,0,0,0,0,0,2,
Tennessee,Metropolitan Counties,Shelby,5,1,3,36,1,0,0,2,7,20,17,
Michigan,Cities,Shelby Township,2,0,0,0,0,0,0,0,0,1,1,"75,347"
Kentucky,Cities,Shelbyville,4,0,0,0,0,0,0,0,1,2,1,"14,743"
Tennessee,Cities,Shelbyville,0,0,1,0,0,0,0,0,0,1,0,"20,669"
Washington,Cities,Shelton,0,0,0,1,0,0,0,0,1,0,0,"9,780"
Kentucky,Cities,Shepherdsville,0,1,0,0,0,0,0,0,0,1,0,"11,534"
Arkansas,Cities,Sherwood,1,0,0,0,0,0,0,1,0,0,0,"29,900"
Kentucky,Cities,Shively,0,0,0,1,0,0,0,1,0,0,0,"15,511"
Washington,Cities,Shoreline,2,0,0,0,0,0,0,0,0,0,2,"54,762"
Minnesota,Cities,Shoreview,0,0,1,0,0,0,0,0,0,1,,"25,810"
Idaho,Nonmetropolitan Counties,Shoshone,1,0,0,0,0,0,0,0,0,1,0,
Massachusetts,Cities,Shrewsbury,0,0,1,0,0,0,0,0,1,0,0,"36,315"
New_Jersey,Cities,Shrewsbury,2,0,0,0,0,0,0,2,0,0,0,"3,941"
Nebraska,Cities,Sidney,0,0,1,0,0,0,0,1,0,,,"6,831"
North_Carolina,Cities,Siler City,2,0,0,0,0,0,0,1,0,1,0,"8,243"
Montana,Nonmetropolitan Counties,Silver Bow,1,0,0,0,0,0,0,0,0,1,0,
California,Cities,Simi Valley,1,1,0,1,0,0,0,1,0,2,0,"126,215"
South_Dakota,Cities,Sioux Falls,3,1,0,0,0,0,0,1,0,2,1,"161,754"
Washington,Metropolitan Counties,Skagit,0,0,1,0,0,0,0,0,0,1,0,
Washington,Metropolitan Counties,Skamania,1,0,0,0,0,0,0,0,0,1,0,
Oklahoma,Cities,Skiatook,0,0,0,0,1,0,0,0,0,0,1,"7,751"
Illinois,Cities,Skokie,2,0,0,1,0,0,0,0,2,0,1,"65,155"
Maine,Cities,Skowhegan,1,0,2,0,0,0,0,1,0,1,1,"8,537"
New_York,Cities,Sleepy Hollow Village,0,2,0,0,0,0,0,0,1,1,0,"9,996"
Delaware,Cities,Smyrna,1,0,0,0,0,0,0,1,0,0,0,"10,900"
Washington,Metropolitan Counties,Snohomish,1,0,1,0,0,0,0,0,2,0,,
Colorado,Cities,Snowmass Village,1,0,0,0,0,0,0,1,0,0,0,"2,851"
Ohio,Cities,Solon,1,0,0,0,0,0,0,0,1,0,0,"23,105"
Massachusetts,Cities,Somerville,0,0,1,1,0,0,0,0,0,0,2,"77,768"
New_Jersey,Cities,Somerville,0,1,0,0,0,0,0,0,0,1,0,"12,174"
California,Metropolitan Counties,Sonoma,1,0,1,0,0,0,0,0,0,2,0,
California,Cities,Sonora,1,0,0,0,0,0,0,0,0,1,0,"4,774"
Indiana,Cities,South Bend,2,0,1,0,0,0,0,1,,2,,"100,711"
New_Jersey,Cities,South Brunswick Township,0,4,1,0,0,0,0,0,1,2,2,"44,575"
Vermont,Cities,South Burlington,0,1,0,0,0,0,0,0,0,0,1,"18,549"
Ohio,Cities,South Euclid,2,0,0,0,0,0,0,2,0,0,0,"21,929"
California,Cities,South Gate,0,1,1,0,0,0,0,1,0,1,0,"95,591"
Massachusetts,Cities,South Hadley,1,0,1,0,0,0,0,0,0,1,1,"17,794"
Utah,Cities,South Jordan,0,1,0,0,0,0,0,0,1,0,0,"57,593"
California,Cities,South Lake Tahoe,0,0,0,1,0,0,0,0,0,1,0,"21,243"
New_Jersey,Cities,South Orange,1,0,1,0,0,0,0,1,1,0,0,"16,297"
New_Jersey,Cities,South Plainfield,1,0,0,1,0,0,0,1,1,0,0,"23,789"
Maine,Cities,South Portland,1,2,2,0,0,0,0,1,2,2,0,"25,126"
Utah,Cities,South Salt Lake,0,0,1,0,0,0,0,0,0,1,0,"24,595"
Connecticut,Cities,South Windsor,0,1,0,0,0,0,0,,1,,,"25,871"
Connecticut,Universities and Colleges,Southern Connecticut State University,2,0,0,0,0,0,0,1,1,0,0,"11,117"
Texas,Universities and Colleges,Southern Methodist University,2,1,0,0,0,0,0,1,1,1,0,"10,893"
Michigan,Cities,Southfield,2,1,0,0,0,0,0,0,2,0,1,"72,755"
Connecticut,Cities,Southington,1,0,0,6,0,0,0,3,2,2,0,"43,542"
Tennessee,Universities and Colleges,Southwest Tennessee Community College,0,0,1,0,0,0,0,0,1,0,0,"12,220"
Oklahoma,Universities and Colleges,Southwestern Oklahoma State University,0,0,1,0,0,0,0,0,0,0,1,"5,106"
Michigan,Cities,Sparta,0,2,0,0,0,0,0,0,1,1,0,"4,224"
Wisconsin,Cities,Sparta,1,0,0,0,0,0,0,0,1,0,0,"9,623"
Massachusetts,Cities,Spencer,0,1,0,0,0,0,0,0,0,1,0,"11,801"
Washington,Cities,Spokane,1,0,1,0,0,0,0,1,,0,1,"209,524"
Washington,Metropolitan Counties,Spokane,1,0,1,3,1,0,0,0,2,1,3,
Washington,Cities,Spokane Valley,1,0,0,1,0,0,0,0,1,1,0,"90,835"
New_Jersey,Cities,Spotswood,0,2,0,0,0,0,0,0,1,1,0,"8,459"
Virginia,Metropolitan Counties,Spotsylvania,2,1,1,0,0,0,0,3,0,1,0,
Tennessee,Cities,Spring Hill,4,0,0,0,0,0,0,2,2,0,0,"31,807"
Minnesota,Cities,Spring Lake Park,0,0,0,1,0,0,0,0,1,0,0,"6,458"
New_York,Cities,Spring Valley Village,1,1,0,0,0,0,0,0,0,1,1,"32,288"
Illinois,Cities,Springfield,5,0,0,0,0,0,0,0,2,2,1,"117,351"
Massachusetts,Cities,Springfield,1,0,2,1,0,0,0,3,0,0,1,"153,586"
Missouri,Cities,Springfield,1,1,1,0,0,0,0,0,3,0,0,"163,062"
Ohio,Cities,Springfield,3,0,1,0,0,0,0,0,1,3,0,"60,012"
Oregon,Cities,Springfield,2,0,0,1,0,0,0,0,1,1,1,"60,024"
Vermont,Cities,Springfield,1,0,0,0,0,0,0,0,0,0,1,"9,259"
Ohio,Cities,"Springfield Township, Hamilton County",1,0,0,0,0,0,0,1,0,0,0,"36,330"
Texas,Cities,Springtown,0,0,1,0,0,0,0,0,0,1,0,"2,698"
Vermont,Cities,St. Albans,1,0,0,0,0,0,0,0,1,0,0,"6,888"
Minnesota,Cities,St. Anthony,1,0,0,0,0,0,0,0,1,0,0,"8,445"
Illinois,Cities,St. Charles,0,0,1,1,0,0,0,1,1,0,0,"33,433"
Missouri,Cities,St. Charles,1,0,0,0,0,0,0,0,1,0,0,"66,628"
Missouri,Metropolitan Counties,St. Charles,2,0,2,0,0,0,0,0,2,2,0,
Minnesota,Cities,St. Cloud,6,0,0,2,0,0,0,0,3,3,2,"65,977"
South_Carolina,Cities,St. George,1,0,0,0,0,0,0,1,0,0,0,"2,139"
Utah,Cities,St. George,2,1,0,0,0,0,0,2,1,0,0,"76,427"
Michigan,Cities,St. Joseph,1,0,0,0,0,0,0,1,0,0,0,"8,293"
Missouri,Cities,St. Joseph,2,0,0,0,0,0,0,1,0,1,0,"77,347"
New_York,Nonmetropolitan Counties,St. Lawrence,1,0,0,0,0,0,0,0,1,0,0,
Missouri,Cities,St. Louis,4,1,7,0,0,0,0,3,2,2,5,"318,563"
Missouri,Metropolitan Counties,St. Louis County Police Department,1,0,0,0,0,0,0,0,0,1,0,
Minnesota,Cities,St. Louis Park,3,4,0,0,0,0,0,1,4,1,1,"46,723"
Maryland,Universities and Colleges,St. Mary's College,1,0,1,0,0,0,0,0,2,0,0,"1,933"
Kentucky,Cities,St. Matthews,2,0,0,0,0,0,0,0,1,0,1,"17,768"
Minnesota,Cities,St. Paul,24,4,2,0,0,0,0,0,18,11,1,"294,690"
Florida,Cities,St. Petersburg,0,1,0,0,0,0,0,0,1,0,0,"247,084"
Connecticut,Cities,Stamford,1,2,2,2,1,0,0,2,2,1,3,"125,876"
California,Cities,Stanton,0,0,1,0,0,0,0,0,1,0,0,"39,128"
Ohio,Metropolitan Counties,Stark,1,0,0,1,0,0,0,0,0,1,1,
Pennsylvania,Cities,State College,0,2,0,0,0,0,0,0,0,0,2,"56,612"
Maryland,Other Agencies,State Fire Marshal,0,2,0,0,0,0,0,0,0,2,0,
New_York,Other Agencies,"State Park, Long Island Regional",0,1,0,0,0,0,0,1,0,0,,
Virginia,State Police Agencies,"State Police, Buchanan County",0,0,1,0,0,0,0,1,0,0,0,
Maine,State Police Agencies,"State Police, Somerset County",1,0,0,0,0,0,0,0,0,,1,
New_York,State Police Agencies,State Police: Broome County,0,0,1,0,0,0,0,0,0,0,1,
Kentucky,State Police Agencies,State Police: Campbellsburg,1,0,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,State Police: Cass County,1,0,0,0,0,0,0,0,1,0,0,
Pennsylvania,State Police Agencies,State Police: Chester County,0,1,0,0,0,0,0,1,,0,0,
Kentucky,State Police Agencies,State Police: Dry Ridge,0,0,1,0,0,0,0,1,0,0,0,
New_York,State Police Agencies,State Police: Dutchess County,0,1,0,0,0,0,0,0,0,1,0,
Kentucky,State Police Agencies,State Police: Frankfort,0,0,1,0,0,0,0,0,0,1,0,
New_York,State Police Agencies,State Police: Franklin County,1,1,0,0,0,0,0,0,1,1,0,
Pennsylvania,State Police Agencies,State Police: Franklin County,1,0,0,0,0,0,0,1,,0,0,
Maryland,State Police Agencies,State Police: Frederick County,0,2,0,0,0,0,0,0,1,0,1,
Michigan,State Police Agencies,State Police: Genesee County,1,0,1,0,0,0,0,0,1,0,1,
Kentucky,State Police Agencies,State Police: Henderson,1,0,0,0,0,0,0,0,0,0,1,
Indiana,State Police Agencies,State Police: Henry County,1,1,0,0,0,0,0,2,,,,
New_York,State Police Agencies,State Police: Herkimer County,1,0,0,0,0,0,0,0,1,0,0,
Michigan,Other Agencies,"State Police: Huron-Clinton Metropolitan Authority, Lower Huron Metropark",2,0,0,0,0,0,0,0,1,1,0,
Pennsylvania,State Police Agencies,State Police: Indiana County,1,0,0,0,0,0,0,0,1,,0,
Michigan,State Police Agencies,State Police: Jackson County,0,1,0,0,0,0,0,0,0,1,0,
New_York,State Police Agencies,State Police: Jefferson County,0,0,1,0,0,0,0,1,0,0,0,
Delaware,State Police Agencies,State Police: Kent County,1,0,0,0,0,0,0,1,0,0,0,
Indiana,State Police Agencies,State Police: Knox County,1,0,0,0,0,0,0,,,,1,
Indiana,State Police Agencies,State Police: Lake County,1,0,0,0,0,0,0,1,,,,
Pennsylvania,State Police Agencies,State Police: Lancaster County,1,1,0,0,0,0,0,2,0,0,0,
New_York,State Police Agencies,State Police: Madison County,0,1,0,0,0,0,0,0,1,0,0,
Kentucky,State Police Agencies,State Police: Madisonville,1,0,0,0,0,0,0,0,0,1,0,
Indiana,State Police Agencies,State Police: Monroe County,0,0,0,1,0,0,0,,1,,,
Kentucky,State Police Agencies,State Police: Morehead,1,0,0,0,0,0,0,0,0,1,0,
New_York,State Police Agencies,State Police: Nassau County,1,0,0,0,0,0,0,0,1,0,0,
Delaware,State Police Agencies,State Police: New Castle County,1,0,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,State Police: Oakland County,0,1,0,0,0,0,0,1,0,0,0,
New_Jersey,State Police Agencies,State Police: Ocean County,0,0,1,0,0,0,0,0,1,0,0,
New_York,State Police Agencies,State Police: Orange County,0,1,0,0,0,0,0,0,1,0,0,
New_York,State Police Agencies,State Police: Otsego County,0,1,0,0,0,0,0,0,0,0,1,
Indiana,State Police Agencies,State Police: Perry County,1,0,0,0,0,0,0,1,,,,
Pennsylvania,State Police Agencies,State Police: Pike County,0,1,0,0,0,0,0,0,0,1,0,
Kentucky,State Police Agencies,State Police: Pikeville,1,0,0,0,0,0,0,1,0,0,0,
New_York,State Police Agencies,State Police: Putnam County,0,0,0,1,0,0,0,0,0,1,0,
Maryland,State Police Agencies,State Police: Queen Anne's County,1,0,0,0,0,0,0,1,0,0,0,
Kentucky,State Police Agencies,State Police: Richmond,1,0,0,0,0,0,0,0,0,1,0,
New_Jersey,State Police Agencies,State Police: Salem County,1,0,0,0,0,0,0,0,1,0,0,
New_York,State Police Agencies,State Police: Saratoga County,0,1,0,0,0,0,0,0,0,1,0,
Pennsylvania,State Police Agencies,State Police: Skippack County,2,0,1,0,0,0,0,0,3,0,0,
New_York,State Police Agencies,State Police: Steuben County,0,0,0,0,0,1,0,0,0,0,1,
Delaware,State Police Agencies,State Police: Sussex County,0,0,1,0,0,0,0,0,0,1,0,
New_York,State Police Agencies,State Police: Ulster County,0,1,0,0,0,0,0,0,1,0,0,
Michigan,State Police Agencies,State Police: Van Buren County,0,0,2,0,0,0,0,0,0,2,0,
New_York,State Police Agencies,State Police: Westchester County,0,1,0,0,0,0,0,0,0,0,1,
New_York,Universities and Colleges,State University of New York Agricultural and Technical College: Alfred,1,0,0,0,0,0,0,0,0,0,1,"3,528"
New_York,Universities and Colleges,State University of New York Agricultural and Technical College: Cobleskill,0,0,1,0,0,0,0,0,0,0,1,"2,492"
New_York,Universities and Colleges,State University of New York Agricultural and Technical College: Morrisville,0,0,0,0,0,1,0,0,1,0,0,"3,095"
New_York,Universities and Colleges,State University of New York College: Buffalo,0,0,1,0,0,0,0,0,1,0,0,"11,781"
New_York,Universities and Colleges,State University of New York College: Cortland,2,1,0,0,0,0,0,1,1,0,1,"7,098"
New_York,Universities and Colleges,State University of New York College: Fredonia,1,0,0,0,0,0,0,0,1,0,0,"5,521"
New_York,Universities and Colleges,State University of New York College: New Paltz,2,0,0,0,0,0,0,0,0,0,2,"7,655"
New_York,Universities and Colleges,State University of New York College: Oneonta,0,2,0,0,0,0,0,0,0,1,1,"6,041"
New_York,Universities and Colleges,State University of New York College: Oswego,0,1,0,0,0,0,0,1,0,0,0,"7,921"
New_York,Universities and Colleges,State University of New York College: Potsdam,1,0,1,0,0,0,0,1,0,0,1,"4,224"
New_York,Universities and Colleges,State University of New York College: Purchase,0,1,0,0,0,0,0,0,1,0,0,"4,240"
New_York,Universities and Colleges,State University of New York: Binghamton,0,2,0,0,0,0,1,0,0,3,1,"15,308"
New_York,Universities and Colleges,State University of New York: Stony Brook,0,2,0,0,0,0,0,0,1,1,0,"23,946"
Colorado,Cities,Steamboat Springs,0,0,0,1,0,0,0,0,0,1,0,"12,008"
Illinois,Cities,Sterling,0,0,1,0,0,0,0,1,0,0,0,"15,183"
Washington,Metropolitan Counties,Stevens,0,0,1,0,0,0,0,0,1,0,0,
California,Cities,Stockton,1,0,1,0,0,0,0,1,0,0,1,"299,796"
Massachusetts,Cities,Stoughton,0,1,0,0,0,0,0,0,1,0,0,"28,186"
Connecticut,Cities,Stratford,1,1,0,1,0,0,0,0,1,1,1,"52,285"
Ohio,Cities,Struthers,1,1,0,0,1,0,0,0,2,0,1,"10,522"
Connecticut,Cities,Suffield,1,0,0,0,0,0,0,0,0,1,0,"15,908"
Virginia,Cities,Suffolk,3,0,0,0,0,0,0,0,1,2,0,"85,475"
New_York,Metropolitan Counties,Suffolk County Police Department,26,50,7,4,0,0,0,11,33,22,21,
Tennessee,Metropolitan Counties,Sullivan,2,1,0,2,0,0,0,1,2,2,0,
South_Carolina,Cities,Summerville,2,0,0,0,0,0,0,1,1,0,0,"45,210"
Utah,Nonmetropolitan Counties,Summit,1,0,0,0,0,0,0,0,0,1,0,
Michigan,Cities,Sumpter Township,1,0,1,0,0,0,0,0,0,0,2,"9,310"
South_Carolina,Metropolitan Counties,Sumter,1,0,1,0,0,0,0,0,0,2,0,
