State,Agencytype,Agencyname,Race,Religion,Sexualorientation,Ethnicity,Disability,Gender,GenderIdentity,1stquarter,2ndquarter,3rdquarter,4thquarter,Population
Virginia,MetropolitanCounties,Fluvanna,1,0,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,
Wisconsin,Cities,FondduLac,1,0,0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,43042.0
California,Cities,Fontana,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,203427.0
California,OtherAgencies,FontanaUnifiedSchoolDistrict,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
South Carolina,Cities,ForestAcres,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,10516.0
Michigan,Cities,ForsythTownship,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6278.0
New Jersey,Cities,FortLee,2,0,1,0,0,0.0,0.0,2.0,1.0,0.0,0.0,35900.0
Arkansas,Cities,FortSmith,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,2.0,87821.0
Indiana,Cities,FortWayne,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,254820.0
Texas,Cities,FortWorth,9,0,2,5,0,0.0,0.0,5.0,1.0,6.0,4.0,789035.0
California,Cities,FosterCity,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,32652.0
Colorado,Cities,Fountain,2,0,1,0,0,0.0,0.0,2.0,1.0,0.0,0.0,27163.0
Massachusetts,Cities,Framingham,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,70753.0
Kentucky,Cities,Frankfort,1,0,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,27680.0
Indiana,Cities,Franklin,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,24034.0
Michigan,Cities,Franklin,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,3194.0
Ohio,MetropolitanCounties,Franklin,0,0,0,2,0,0.0,0.0,1.0,0.0,1.0,0.0,
Tennessee,Cities,Franklin,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,67465.0
New Jersey,Cities,FranklinLakes,0,1,0,1,0,0.0,0.0,1.0,1.0,0.0,0.0,10746.0
New Jersey,Cities,"FranklinTownship,GloucesterCounty",0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,16740.0
Michigan,Cities,Fraser,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,14529.0
Maryland,Cities,Frederick,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,66709.0
Maryland,MetropolitanCounties,Frederick,3,2,0,0,0,0.0,0.0,3.0,0.0,2.0,0.0,
New Jersey,Cities,FreeholdTownship,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,36048.0
New York,Cities,FreeportVillage,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,43214.0
California,Cities,Fresno,4,0,3,2,0,0.0,1.0,3.0,3.0,1.0,3.0,508876.0
Texas,Cities,Frisco,1,1,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,131769.0
Michigan,Cities,Fruitport,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1090.0
California,Cities,Fullerton,0,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,139676.0
Ohio,MetropolitanCounties,Fulton,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,
Ohio,Cities,Gahanna,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,2.0,34011.0
Florida,Cities,Gainesville,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,3.0,126589.0
Texas,Cities,Gainesville,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,16089.0
Virginia,Cities,Galax,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,6870.0
New Jersey,Cities,GallowayTownship,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,37304.0
California,Cities,Galt,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,24553.0
Michigan,Cities,GardenCity,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,27110.0
California,Cities,GardenGrove,1,0,0,3,0,0.0,0.0,0.0,1.0,2.0,1.0,175469.0
Kansas,Cities,Gardner,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,20708.0
Colorado,NonmetropolitanCounties,Garfield,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,
Texas,Cities,Garland,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,235683.0
Maryland,NonmetropolitanCounties,Garrett,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
North Carolina,Cities,Gastonia,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,73049.0
Tennessee,Cities,Gatlinburg,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,4074.0
Ohio,MetropolitanCounties,Geauga,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Virginia,UniversitiesandColleges,GeorgeMasonUniversity,0,3,0,0,0,0.0,0.0,1.0,0.0,2.0,0.0,32961.0
Kentucky,Cities,Georgetown,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,30611.0
South Carolina,Cities,Georgetown,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,9072.0
South Carolina,NonmetropolitanCounties,Georgetown,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Michigan,OtherAgencies,GeraldR.FordInternationalAirport,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Michigan,Cities,GerrishTownship,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,2942.0
Arizona,Cities,Gilbert,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,225232.0
Wyoming,Cities,Gillette,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,31884.0
California,Cities,Gilroy,0,0,2,0,0,0.0,0.0,0.0,1.0,1.0,0.0,51240.0
Ohio,Cities,Girard,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,9771.0
New Jersey,Cities,Glassboro,8,0,2,2,0,0.0,0.0,3.0,2.0,3.0,4.0,19038.0
Connecticut,Cities,Glastonbury,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,34782.0
New Jersey,Cities,GlenRidge,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,7626.0
Arizona,Cities,Glendale,2,3,1,1,0,0.0,0.0,2.0,0.0,3.0,2.0,234006.0
California,Cities,Glendale,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,195366.0
Colorado,Cities,Glendale,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,4502.0
California,Cities,Glendora,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,50893.0
Colorado,Cities,GlenwoodSprings,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,9715.0
Virginia,MetropolitanCounties,Gloucester,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,
New Jersey,Cities,GloucesterTownship,2,0,0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,64440.0
Colorado,Cities,Golden,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,19334.0
North Dakota,NonmetropolitanCounties,GoldenValley,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,
Texas,MetropolitanCounties,Goliad,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Arizona,Cities,Goodyear,0,0,2,0,0,0.0,0.0,1.0,,1.0,0.0,71048.0
South Carolina,Cities,GooseCreek,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,39425.0
Indiana,Cities,Goshen,0,0,1,0,0,0.0,0.0,1.0,,0.0,0.0,32195.0
Oklahoma,MetropolitanCounties,Grady,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Michigan,Cities,GrandBlancTownship,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,36793.0
North Dakota,MetropolitanCounties,GrandForks,2,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,
Nebraska,Cities,GrandIsland,0,0,0,2,0,0.0,0.0,0.0,0.0,2.0,0.0,50441.0
Colorado,Cities,GrandJunction,4,0,1,0,0,0.0,0.0,1.0,1.0,2.0,1.0,60167.0
Michigan,Cities,GrandRapids,2,0,1,0,0,0.0,0.0,1.0,2.0,0.0,0.0,191213.0
Missouri,Cities,Grandview,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,,24630.0
Michigan,Cities,Grandville,1,0,1,1,1,0.0,0.0,2.0,0.0,2.0,0.0,15669.0
Washington,Cities,GraniteFalls,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,,3435.0
North Dakota,NonmetropolitanCounties,Grant,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Washington,NonmetropolitanCounties,Grant,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Wisconsin,NonmetropolitanCounties,Grant,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Utah,Cities,Grantsville,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,9530.0
Texas,Cities,Grapevine,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,49075.0
Michigan,Cities,Grayling,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1872.0
Tennessee,Cities,Graysville,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,1512.0
Montana,Cities,GreatFalls,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,58940.0
New York,Cities,GreeceTown,3,0,0,0,0,0.0,0.0,0.0,1.0,2.0,0.0,96667.0
Colorado,Cities,Greeley,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,96111.0
Wisconsin,Cities,GreenBay,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,105107.0
New Jersey,Cities,GreenBrookTownship,0,2,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,7240.0
Maryland,Cities,Greenbelt,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,23680.0
Arkansas,NonmetropolitanCounties,Greene,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Ohio,MetropolitanCounties,Greene,2,0,1,0,0,0.0,0.0,1.0,2.0,0.0,0.0,
Tennessee,Cities,Greeneville,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,15015.0
Massachusetts,Cities,Greenfield,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,17598.0
Ohio,Cities,Greenhills,1,0,0,0,1,0.0,0.0,2.0,0.0,0.0,0.0,3591.0
North Carolina,Cities,Greensboro,3,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0,279343.0
North Carolina,Cities,Greenville,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,88018.0
South Carolina,Cities,Greenville,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,61185.0
New Jersey,Cities,"GreenwichTownship,WarrenCounty",1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5582.0
Kansas,NonmetropolitanCounties,Greenwood,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Colorado,Cities,GreenwoodVillage,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,14614.0
California,Cities,Gridley,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,6563.0
Iowa,Cities,Grinnell,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,9090.0
Michigan,Cities,GrossePointePark,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,11287.0
Michigan,Cities,GrossePointeWoods,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,15760.0
Connecticut,Cities,Groton,1,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,9359.0
Connecticut,Cities,GrotonTown,1,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,29946.0
Ohio,Cities,GroveCity,3,0,0,1,0,0.0,0.0,1.0,2.0,1.0,0.0,37208.0
Connecticut,Cities,Guilford,0,1,0,0,0,0.0,0.0,,,1.0,,22409.0
North Carolina,MetropolitanCounties,Guilford,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Mississippi,Cities,Gulfport,1,0,0,2,0,0.0,0.0,2.0,1.0,0.0,0.0,70863.0
Arkansas,Cities,Gurdon,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,2184.0
New Jersey,Cities,HaddonTownship,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,14732.0
New Jersey,Cities,Haddonfield,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,11590.0
Idaho,Cities,Hailey,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,7915.0
Florida,Cities,Hallandale,2,0,1,0,0,0.0,0.0,0.0,1.0,0.0,2.0,38710.0
New York,Cities,HamburgTown,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,45535.0
Connecticut,Cities,Hamden,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,60829.0
Montana,Cities,Hamilton,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,4555.0
Ohio,Cities,Hamilton,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,,62268.0
New Hampshire,Cities,Hampton,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,15067.0
South Carolina,NonmetropolitanCounties,Hampton,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Virginia,Cities,Hampton,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,136949.0
New Hampshire,Cities,HamptonFalls,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,2294.0
Michigan,Cities,Hamtramck,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,22017.0
Ohio,NonmetropolitanCounties,Hancock,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,
West Virginia,MetropolitanCounties,Hancock,2,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,
California,Cities,Hanford,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,54425.0
New Hampshire,Cities,Hanover,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,11195.0
South Carolina,Cities,Hardeeville,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,4064.0
Kentucky,MetropolitanCounties,Hardin,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
New Jersey,Cities,HardystonTownship,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,8049.0
Maryland,MetropolitanCounties,Harford,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Texas,Cities,Harlingen,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,65885.0
Michigan,Cities,HarperWoods,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,13922.0
Texas,MetropolitanCounties,Harris,1,1,0,1,0,0.0,0.0,1.0,1.0,0.0,1.0,
New Jersey,Cities,Harrison,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,13975.0
West Virginia,NonmetropolitanCounties,Harrison,1,1,2,0,0,0.0,0.0,0.0,0.0,2.0,2.0,
New Jersey,Cities,HarrisonTownship,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,12616.0
Virginia,Cities,Harrisonburg,3,0,1,0,0,0.0,0.0,1.0,2.0,0.0,1.0,51767.0
Kentucky,Cities,Harrodsburg,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,8301.0
Connecticut,Cities,Hartford,1,1,2,0,0,0.0,0.0,2.0,1.0,1.0,0.0,124927.0
Michigan,Cities,Hartford,3,0,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,2633.0
South Carolina,Cities,Hartsville,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,7877.0
Illinois,Cities,Harvey,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,25408.0
Massachusetts,Cities,Haverhill,2,1,3,2,0,0.0,0.0,4.0,2.0,1.0,1.0,62249.0
California,Cities,HawaiianGardens,4,0,0,0,0,0.0,0.0,2.0,1.0,1.0,0.0,14437.0
Kansas,Cities,Hays,1,0,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0,21156.0
California,Cities,Hayward,0,1,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0,150955.0
Kentucky,Cities,Hazard,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,5455.0
Michigan,Cities,HazelPark,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,16642.0
California,Cities,Healdsburg,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,11483.0
Oklahoma,Cities,Heavener,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3377.0
Utah,Cities,Heber,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,,12544.0
Montana,Cities,Helena,11,0,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,29411.0
Kentucky,Cities,Henderson,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,28952.0
Nevada,Cities,Henderson,1,0,0,0,0,0.0,0.0,,,1.0,,268237.0
Minnesota,MetropolitanCounties,Hennepin,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Virginia,MetropolitanCounties,HenricoCountyPoliceDepartment,2,3,0,0,0,0.0,0.0,0.0,4.0,0.0,1.0,
Missouri,NonmetropolitanCounties,Henry,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Tennessee,NonmetropolitanCounties,Henry,0,0,0,2,0,0.0,0.0,0.0,0.0,1.0,1.0,
Georgia,MetropolitanCounties,HenryCountyPoliceDepartment,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
California,Cities,Hercules,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,24831.0
Tennessee,MetropolitanCounties,Hickman,1,0,1,1,0,0.0,0.0,0.0,0.0,2.0,1.0,
North Carolina,Cities,Hickory,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,40109.0
Michigan,Cities,HighlandPark,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,11591.0
New Jersey,Cities,HighlandPark,2,3,3,0,0,0.0,0.0,1.0,4.0,2.0,1.0,14420.0
New Jersey,Cities,Hightstown,1,1,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,5572.0
California,StatePoliceAgencies,"HighwayPatrol,PlumasCounty",1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Florida,MetropolitanCounties,Hillsborough,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,
New Jersey,Cities,HillsboroughTownship,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,39037.0
Kentucky,Cities,Hillview,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,9465.0
New Jersey,Cities,Hoboken,3,3,1,0,0,0.0,0.0,1.0,2.0,1.0,3.0,52771.0
Michigan,Cities,Holland,1,0,0,1,0,0.0,0.0,2.0,0.0,0.0,0.0,33354.0
South Carolina,Cities,HollyHill,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1259.0
New Jersey,Cities,HolmdelTownship,2,3,0,0,0,0.0,0.0,2.0,2.0,0.0,1.0,16657.0
California,Cities,Holtville,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6022.0
Florida,Cities,Homestead,2,0,1,0,0,0.0,0.0,2.0,1.0,0.0,0.0,64024.0
South Carolina,Cities,HoneaPath,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3613.0
Alabama,Cities,Hoover,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,84139.0
Virginia,Cities,Hopewell,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,22305.0
Kentucky,NonmetropolitanCounties,Hopkins,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Kentucky,Cities,Hopkinsville,1,0,1,0,0,0.0,0.0,0.0,0.0,1.0,1.0,33253.0
Washington,Cities,Hoquiam,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,8472.0
South Carolina,MetropolitanCounties,HorryCountyPoliceDepartment,1,0,0,1,0,0.0,0.0,1.0,0.0,0.0,1.0,
Texas,Cities,Houston,4,0,5,4,0,0.0,0.0,4.0,5.0,1.0,3.0,2180606.0
Maryland,MetropolitanCounties,HowardCountyPoliceDepartment,4,0,1,1,0,0.0,0.0,0.0,2.0,2.0,2.0,
New Jersey,Cities,HowellTownship,5,6,4,3,0,0.0,0.0,2.0,7.0,5.0,4.0,51100.0
Ohio,Cities,HuberHeights,1,1,4,0,2,0.0,0.0,1.0,3.0,4.0,0.0,38118.0
Ohio,Cities,Hudson,1,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,22340.0
Tennessee,Cities,Humboldt,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,8458.0
California,UniversitiesandColleges,HumboldtStateUniversity,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,8116.0
Texas,MetropolitanCounties,Hunt,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,
North Carolina,Cities,Huntersville,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,50162.0
West Virginia,Cities,Huntington,4,1,2,1,0,0.0,0.0,1.0,2.0,5.0,0.0,49172.0
California,Cities,HuntingtonBeach,0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,195842.0
Michigan,Cities,HuntingtonWoods,0,2,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,6305.0
Kansas,Cities,Hutchinson,3,1,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,41909.0
South Dakota,NonmetropolitanCounties,Hutchinson,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
New York,Cities,HydeParkTown,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,21397.0
Louisiana,MetropolitanCounties,Iberia,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Iowa,NonmetropolitanCounties,Ida,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
California,Cities,ImperialBeach,1,0,1,1,0,0.0,0.0,1.0,1.0,1.0,0.0,26998.0
Missouri,Cities,Independence,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,117381.0
Texas,OtherAgencies,"IndependentSchoolDistrict,Humble",0,0,1,0,0,0.0,0.0,1.0,0.0,,0.0,
Indiana,Cities,Indianapolis,29,0,6,8,0,0.0,0.0,8.0,15.0,16.0,4.0,850220.0
Iowa,Cities,Indianola,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,14993.0
Michigan,MetropolitanCounties,Ingham,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Michigan,Cities,Inkster,3,0,0,0,0,0.0,0.0,2.0,0.0,0.0,1.0,24850.0
Minnesota,Cities,InverGroveHeights,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,34294.0
Kansas,Cities,Iola,1,0,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0,5697.0
Iowa,UniversitiesandColleges,IowaStateUniversity,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,30748.0
North Carolina,MetropolitanCounties,Iredell,0,5,0,0,0,0.0,0.0,0.0,2.0,3.0,0.0,
California,Cities,Irvine,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,235830.0
Illinois,Cities,Irving,1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,485.0
New Jersey,Cities,Irvington,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,54246.0
New York,Cities,Ithaca,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,,30433.0
New York,UniversitiesandColleges,IthacaCollege,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,6759.0
Illinois,MetropolitanCounties,Jackson,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
Michigan,Cities,Jackson,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,33378.0
Michigan,MetropolitanCounties,Jackson,1,1,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,
Ohio,NonmetropolitanCounties,Jackson,2,0,0,0,0,0.0,0.0,0.0,,2.0,0.0,
Oregon,MetropolitanCounties,Jackson,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Tennessee,Cities,Jackson,0,2,2,0,0,0.0,0.0,2.0,0.0,1.0,1.0,67371.0
New Jersey,Cities,JacksonTownship,2,1,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,55817.0
Ohio,Cities,"JacksonTownship,StarkCounty",1,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,40436.0
Florida,Cities,Jacksonville,5,0,0,0,0,0.0,0.0,3.0,1.0,1.0,0.0,845745.0
Virginia,MetropolitanCounties,JamesCityCountyPoliceDepartment,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,
Virginia,UniversitiesandColleges,JamesMadisonUniversity,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,19927.0
New York,Cities,Jamestown,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,30658.0
Wisconsin,Cities,Janesville,2,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,63603.0
Louisiana,MetropolitanCounties,Jefferson,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,,
Missouri,MetropolitanCounties,Jefferson,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,
Tennessee,MetropolitanCounties,Jefferson,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,
Washington,NonmetropolitanCounties,Jefferson,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,
New Jersey,Cities,JerseyCity,2,0,2,1,0,0.0,0.0,0.0,3.0,0.0,2.0,256886.0
Tennessee,Cities,JohnsonCity,2,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,64928.0
Rhode Island,Cities,Johnston,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,29068.0
Pennsylvania,Cities,Johnstown,3,0,0,0,0,0.0,0.0,0.0,1.0,2.0,,21954.0
Tennessee,Cities,Jonesborough,0,0,0,4,1,0.0,0.0,0.0,0.0,2.0,3.0,5163.0
Michigan,Cities,Jonesville,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2231.0
Missouri,Cities,Joplin,2,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,49272.0
Florida,Cities,Jupiter,1,0,1,0,0,0.0,0.0,1.0,1.0,0.0,0.0,57826.0
California,Cities,JurupaValley,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,98090.0
Washington,Cities,Kalama,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2316.0
Michigan,Cities,Kalamazoo,4,0,0,0,0,0.0,0.0,0.0,3.0,1.0,0.0,75352.0
Montana,Cities,Kalispell,2,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,20665.0
Missouri,Cities,KansasCity,30,7,14,5,1,4.0,2.0,13.0,17.0,21.0,12.0,465514.0
New Jersey,Cities,Keansburg,3,0,1,0,0,0.0,0.0,1.0,0.0,2.0,1.0,9981.0
